,nodeid1,nodeid2
1666,66116,90815
1667,38648,139365
1668,61138,102784
1669,30000,99117
1670,68629,86243
1671,77418,10258
1672,85568,122352
1673,81115,81320
1674,27345,10650
1675,54122,31959
1676,3663,145215
1677,100845,141364
1678,132792,43318
1679,130959,58290
1680,17130,29543
1681,77374,134744
1682,47897,138076
1683,83886,18350
1684,99422,128650
1685,71233,46195
1686,17342,39384
1687,64908,74406
1688,20029,73507
1689,30469,119906
1690,46371,3164
1691,142160,55639
1692,6651,9767
1693,120973,144489
1694,28329,27721
1695,38696,28815
1696,55799,32005
1697,13564,20471
1698,88962,14406
1699,65599,32480
1700,42553,144284
1701,31158,70243
1702,28811,1433
1703,83303,64599
1704,58943,107082
1705,21686,1485
1706,100828,18422
1707,86605,33254
1708,78339,32812
1709,31458,125404
1710,124477,135431
1711,44814,37577
1712,7956,115627
1713,141262,127546
1714,15311,106386
1715,144584,32335
1716,106992,23498
1717,133849,100688
1718,67365,105516
1719,8054,127694
1720,66234,14572
1721,66810,57173
1722,14211,33249
1723,87679,32486
1724,106567,84211
1725,102428,44039
1726,86009,32436
1727,62154,118963
1728,138924,65215
1729,132528,25275
1730,8244,113171
1731,27965,74147
1732,87916,70016
1733,118994,53575
1734,123370,32040
1735,111898,68381
1736,35196,70804
1737,121211,99971
1738,130319,74974
1739,37407,24652
1740,59718,136970
1741,106101,120732
1742,75290,124089
1743,106282,85176
1744,7740,119379
1745,87417,96990
1746,125021,92705
1747,53528,125267
1748,94093,45697
1749,95261,123805
1750,117328,28855
1751,50073,135871
1752,44576,63995
1753,119762,10173
1754,89527,131773
1755,89997,51238
1756,3814,48843
1757,97293,20771
1758,36205,111014
1759,63228,65447
1760,19921,68050
1761,108974,122656
1762,144127,48083
1763,44781,78142
1764,79255,10847
1765,38317,79142
1766,50098,85372
1767,78495,17965
1768,135949,93311
1769,2266,35401
1770,64041,53575
1771,61859,133932
1772,108856,8862
1773,9373,31494
1774,92101,9777
1775,98657,114637
1776,17747,56335
1777,114250,94495
1778,49791,97414
1779,19480,34152
1780,129124,119612
1781,44340,53497
1782,35008,127288
1783,109904,95471
1784,23759,16391
1785,95095,123464
1786,102272,39506
1787,87534,10726
1788,137722,75671
1789,17822,3620
1790,77170,122515
1791,91257,135568
1792,107000,99840
1793,70859,68365
1794,105893,33010
1795,112705,60993
1796,55786,49334
1797,87244,25097
1798,60448,19226
1799,69696,85930
1800,11992,38827
1801,69029,136507
1802,102447,104618
1803,105453,117903
1804,97343,111495
1805,52184,47045
1806,131172,60277
1807,114414,56386
1808,88460,85550
1809,7171,5213
1810,41114,110452
1811,10147,59862
1812,100104,10065
1813,10860,10285
1814,53413,128280
1815,32889,80578
1816,5274,18232
1817,106036,34110
1818,22965,46298
1819,10760,127373
1820,34472,34472
1821,53603,11141
1822,5974,70541
1823,36575,2054
1824,62750,29685
1825,138951,128587
1826,124302,119071
1827,49952,137600
1828,90411,134509
1829,144792,36180
1830,139673,61011
1831,104297,73465
1832,42846,133534
1833,1606,61558
1834,91633,73420
1835,126541,88286
1836,44086,94868
1837,61921,128605
1838,136106,73017
1839,71112,46050
1840,123802,50895
1841,124170,34983
1842,79685,57078
1843,126566,80599
1844,116675,138426
1845,109924,60177
1846,23712,126464
1847,14735,79784
1848,132376,29037
1849,26880,119001
1850,10052,142201
1851,17687,16028
1852,36767,29761
1853,61025,64266
1854,83234,86093
1855,124013,115801
1856,113429,35424
1857,53811,29963
1858,25857,88443
1859,93992,112335
1860,12169,99990
1861,14714,27173
1862,71204,25382
1863,30012,133567
1864,88642,88642
1865,46132,97438
1866,96851,48326
1867,20337,34812
1868,32266,28088
1869,14628,141735
1870,18971,47942
1871,11948,65446
1872,4425,38806
1873,132655,43339
1874,97867,103412
1875,66202,83061
1876,80896,96119
1877,4300,13105
1878,117418,67823
1879,15237,58826
1880,131788,55527
1881,78076,23198
1882,120865,135732
1883,35747,33803
1884,142879,105482
1885,29123,11579
1886,124113,2547
1887,12966,12876
1888,115591,54990
1889,20827,135836
1890,89229,1521
1891,99582,73788
1892,139055,1268
1893,120147,12815
1894,41201,127535
1895,6811,59276
1896,111998,20613
1897,464,67142
1898,95045,60393
1899,4870,143882
1900,105479,138437
1901,68327,73838
1902,17166,36403
1903,126347,84668
1904,114111,31514
1905,7853,89427
1906,137734,97691
1907,4479,72789
1908,135164,133867
1909,5034,75167
1910,17667,141603
1911,127531,36665
1912,117753,12698
1913,17520,51860
1914,51529,64284
1915,47335,40504
1916,65512,4805
1917,62569,62569
1918,101152,67293
1919,102827,127741
1920,76807,56866
1921,65826,90940
1922,37917,3893
1923,65820,61909
1924,112166,27965
1925,27435,121478
1926,118118,99091
1927,77088,40297
1928,143149,96380
1929,87709,144248
1930,32175,44035
1931,34169,23494
1932,56328,8492
1933,33746,112922
1934,108095,142322
1935,34464,44287
1936,33117,78178
1937,131656,26700
1938,8959,22882
1939,115330,44522
1940,128188,83459
1941,63238,11167
1942,76214,48120
1943,28734,61935
1944,66697,72953
1945,33616,99170
1946,28032,88124
1947,9566,103696
1948,3454,2911
1949,93107,57045
1950,112697,104972
1951,52006,110926
1952,77491,75456
1953,110886,108205
1954,97394,110389
1955,9303,4088
1956,102010,111797
1957,144699,54123
1958,75448,130622
1959,88598,96369
1960,143642,140175
1961,27248,105360
1962,63823,107485
1963,50962,92511
1964,121313,118222
1965,26344,72191
1966,57234,33684
1967,143645,34230
1968,20803,91601
1969,33089,84470
1970,21958,68090
1971,2486,55211
1972,141200,88038
1973,12580,62447
1974,68617,112948
1975,323,26838
1976,48539,105133
1977,144133,97640
1978,100226,100226
1979,117144,19135
1980,98311,125388
1981,131144,54381
1982,67755,9515
1983,2262,31002
1984,127705,47676
1985,136895,106547
1986,7140,34143
1987,26714,77852
1988,38619,144242
1989,54119,23720
1990,3889,54419
1991,135701,22438
1992,29732,4939
1993,68869,144686
1994,59419,63616
1995,21104,93082
1996,36907,12731
1997,107436,95933
1998,75632,20434
1999,137091,134813
2000,40723,77853
2001,15570,68939
2002,87706,16385
2003,118758,126654
2004,80776,137268
2005,61916,143765
2006,48027,121919
2007,29254,27974
2008,53527,68775
2009,17733,38785
2010,85487,66342
2011,41522,68749
2012,116885,31776
2013,36868,86916
2014,94978,98509
2015,128536,140770
2016,55029,89336
2017,94048,134168
2018,134616,106403
2019,125666,130753
2020,101682,6132
2021,8031,129277
2022,135352,89433
2023,78386,63501
2024,36576,47879
2025,6035,110695
2026,112314,129562
2027,144499,46065
2028,75695,45676
2029,96442,114303
2030,23546,137386
2031,143194,95059
2032,65810,2070
2033,88527,139113
2034,94797,70123
2035,58391,117623
2036,3255,5288
2037,27983,84990
2038,58763,43756
2039,40609,48569
2040,36182,61505
2041,89983,46517
2042,39397,30331
2043,96491,124890
2044,104400,64041
2045,53298,28755
2046,105840,51246
2047,43478,129365
2048,104235,96997
2049,80423,3711
2050,38557,103660
2051,118367,131441
2052,65912,93147
2053,122205,83982
2054,118670,117754
2055,111342,120215
2056,52146,35913
2057,138411,90673
2058,81794,125523
2059,54431,46547
2060,10829,113125
2061,121814,16964
2062,41932,7744
2063,142763,113219
2064,81343,3857
2065,142490,79852
2066,83836,4287
2067,105823,17495
2068,18006,86766
2069,2355,128410
2070,77575,120933
2071,80785,57787
2072,118383,63117
2073,93070,42730
2074,53901,19216
2075,6315,115403
2076,133965,55577
2077,131568,98585
2078,71862,66148
2079,123576,16234
2080,29543,126701
2081,85770,9072
2082,85857,34883
2083,78500,136305
2084,75149,3590
2085,7461,83606
2086,89372,10827
2087,137489,101080
2088,39954,13087
2089,103402,84281
2090,36368,106832
2091,8212,121183
2092,122133,15000
2093,19578,41400
2094,83712,106024
2095,96008,73040
2096,79892,51279
2097,105726,24725
2098,78538,1128
2099,116743,45389
2100,35626,124348
2101,65736,27292
2102,47297,98502
2103,80960,112821
2104,65306,67503
2105,44734,90313
2106,5884,128996
2107,65185,130048
2108,132909,5621
2109,35954,130136
2110,59918,135820
2111,19747,116591
2112,1227,128051
2113,143021,21877
2114,115764,44281
2115,99083,116998
2116,66203,128976
2117,412,91535
2118,10382,100125
2119,126269,46155
2120,66559,46456
2121,69690,32718
2122,107549,14767
2123,26370,7755
2124,4206,78485
2125,125602,6163
2126,977,101595
2127,141724,8528
2128,49179,50340
2129,122687,35458
2130,21802,47509
2131,92525,8707
2132,77295,14513
2133,11060,60107
2134,77014,1509
2135,10886,143038
2136,33158,87668
2137,53235,15692
2138,2855,14209
2139,24189,27743
2140,9203,144841
2141,73668,69992
2142,24210,111344
2143,92525,130978
2144,120599,106218
2145,24385,76472
2146,135953,37602
2147,131982,8675
2148,110589,37210
2149,52240,8363
2150,103533,117403
2151,18946,13509
2152,123073,122422
2153,133044,61606
2154,35219,82218
2155,67248,60361
2156,54471,68863
2157,71229,144459
2158,78384,124934
2159,96183,109960
2160,131275,104135
2161,79228,84639
2162,15389,71859
2163,53644,83954
2164,58093,63213
2165,78997,50742
2166,69894,101955
2167,78107,122071
2168,31500,90374
2169,104401,74984
2170,116602,108809
2171,28087,140119
2172,113913,69552
2173,133704,78561
2174,8910,134034
2175,17990,15620
2176,57509,143158
2177,114954,22634
2178,13232,29262
2179,83236,58949
2180,44889,4863
2181,28510,5370
2182,117143,143419
2183,34419,55893
2184,127491,33049
2185,132886,789
2186,101275,138012
2187,1677,46749
2188,59435,71138
2189,103668,45591
2190,75576,30386
2191,45556,85275
2192,90297,97835
2193,97178,131098
2194,85568,78314
2195,130440,34386
2196,45457,93581
2197,108905,84646
2198,38202,31794
2199,126009,34581
2200,36814,116809
2201,99699,84436
2202,60390,35065
2203,121377,10464
2204,134252,87851
2205,38021,57846
2206,13425,96809
2207,50100,78136
2208,132113,123098
2209,25996,93762
2210,111553,44416
2211,64495,43690
2212,82101,66921
2213,46875,29758
2214,14853,97612
2215,99212,33613
2216,45960,6572
2217,28023,12390
2218,138711,101535
2219,67372,94933
2220,85239,89381
2221,5427,99505
2222,131472,124587
2223,7217,94004
2224,82346,79929
2225,76723,80606
2226,127318,126703
2227,132696,91927
2228,58641,6966
2229,52300,23707
2230,8178,62725
2231,95354,80070
2232,49041,8339
2233,40874,122396
2234,75698,137918
2235,122601,13955
2236,69418,40998
2237,79526,132416
2238,22147,33286
2239,39800,130065
2240,77351,81322
2241,133538,16120
2242,30855,48388
2243,123722,21651
2244,15881,118914
2245,85809,112705
2246,110365,15416
2247,100555,123136
2248,88088,56305
2249,31743,64042
2250,10203,48183
2251,4786,72081
2252,103693,20926
2253,61918,107196
2254,54340,98250
2255,124575,25601
2256,98785,91760
2257,67291,89197
2258,60113,60113
2259,32240,30655
2260,31269,132554
2261,28756,138112
2262,23706,51559
2263,42577,23894
2264,56457,23891
2265,69773,1481
2266,31997,102440
2267,34540,25428
2268,67601,24575
2269,14548,8073
2270,85040,89860
2271,17161,82692
2272,22094,132582
2273,8196,35820
2274,141607,84872
2275,21341,18722
2276,112627,28395
2277,45542,109593
2278,30085,114462
2279,68217,60166
2280,128419,107234
2281,116068,138204
2282,34077,124688
2283,63405,38262
2284,145097,11702
2285,9479,98748
2286,225,139587
2287,78082,130583
2288,102939,120384
2289,8975,80740
2290,22543,78050
2291,134626,76907
2292,11489,10286
2293,137191,53962
2294,80342,24982
2295,124606,97500
2296,123270,66604
2297,15825,108999
2298,136370,84967
2299,39269,131405
2300,53874,56557
2301,8349,139227
2302,102939,117129
2303,40509,141247
2304,75033,47135
2305,77351,55905
2306,72509,126595
2307,112979,97300
2308,50266,138034
2309,85824,88843
2310,95611,134189
2311,6019,28921
2312,133891,39287
2313,16456,49483
2314,45189,83823
2315,23546,85664
2316,131492,23236
2317,45938,37779
2318,131801,13130
2319,95274,32848
2320,42864,82236
2321,102410,116983
2322,72868,121005
2323,69355,44184
2324,69851,123869
2325,9778,39524
2326,101814,22822
2327,95232,25470
2328,69464,89544
2329,103517,83611
2330,46324,109840
2331,129875,53613
2332,88057,143791
2333,6690,111048
2334,79902,54045
2335,94221,89715
2336,79373,64777
2337,44912,76104
2338,64867,98282
2339,47311,94498
2340,26892,27312
2341,144140,14165
2342,31135,95245
2343,63677,92728
2344,103592,79059
2345,8613,143827
2346,22681,101044
2347,129862,34725
2348,27010,94195
2349,103145,83788
2350,89204,26972
2351,111199,13054
2352,3695,48324
2353,107116,110105
2354,112509,30891
2355,60177,99595
2356,129985,125928
2357,124506,66365
2358,66107,50517
2359,133946,103620
2360,117690,39065
2361,24418,97218
2362,33414,120127
2363,28239,88555
2364,11762,53758
2365,84604,69400
2366,81644,66609
2367,107052,3862
2368,44367,61014
2369,126252,58108
2370,114872,71571
2371,111143,20015
2372,33284,82595
2373,137262,85774
2374,100390,111763
2375,106035,80332
2376,18411,44502
2377,145123,10372
2378,117347,43537
2379,99356,60115
2380,18785,90387
2381,92517,124356
2382,12737,130211
2383,106927,81896
2384,49569,94022
2385,95445,22921
2386,17756,50035
2387,122746,128723
2388,133263,4118
2389,73063,40269
2390,72282,31985
2391,10586,41304
2392,123402,125204
2393,6767,119145
2394,137329,35585
2395,90701,55706
2396,10715,140608
2397,22825,16712
2398,73156,76638
2399,52006,64128
2400,143221,87546
2401,55201,112039
2402,58039,52760
2403,5427,44289
2404,121826,126032
2405,138415,22989
2406,129342,98889
2407,142875,7038
2408,118553,51288
2409,30165,69399
2410,130171,4643
2411,14482,65732
2412,25282,25682
2413,51223,81596
2414,142774,25162
2415,98847,54943
2416,115446,80109
2417,123389,83417
2418,128564,1916
2419,136989,136989
2420,67713,82764
2421,118722,45914
2422,118927,86306
2423,103552,14438
2424,114594,4550
2425,20421,24359
2426,50733,32702
2427,72084,77296
2428,105212,117726
2429,24040,74900
2430,26933,65025
2431,36551,70456
2432,83040,74820
2433,43612,217
2434,9150,84038
2435,125790,85020
2436,110284,87314
2437,77626,27954
2438,144025,30095
2439,87125,27758
2440,73197,18946
2441,62969,21895
2442,90709,19933
2443,24242,58150
2444,120853,53077
2445,112509,34239
2446,66489,37659
2447,64046,105726
2448,82549,89559
2449,89053,136392
2450,141168,100549
2451,120303,47634
2452,7538,125241
2453,61917,119132
2454,110388,44585
2455,87701,52724
2456,143661,132880
2457,139039,39644
2458,23852,68137
2459,32386,15455
2460,24055,129791
2461,74142,8498
2462,31147,62494
2463,73276,92504
2464,70007,138826
2465,53705,97872
2466,20902,21750
2467,35595,23668
2468,108806,21667
2469,130648,124794
2470,39145,14519
2471,10501,125098
2472,53037,142021
2473,51932,1851
2474,135791,12438
2475,40826,13730
2476,59457,30455
2477,52110,34209
2478,62073,90676
2479,41494,47583
2480,55049,3371
2481,32307,29161
2482,114392,94314
2483,97628,76928
2484,110097,88403
2485,100882,55609
2486,74877,55739
2487,7769,144444
2488,26687,48599
2489,139424,4589
2490,76638,14464
2491,16890,118914
2492,98979,33010
2493,106422,28674
2494,39125,104564
2495,96140,124478
2496,32990,22624
2497,142207,35279
2498,29918,87447
2499,52666,86706
2500,74814,95026
2501,44858,9687
2502,100610,95244
2503,12838,128733
2504,73706,139140
2505,5924,58743
2506,58100,109941
2507,125653,54801
2508,89729,90392
2509,140607,64819
2510,15527,133825
2511,88908,82007
2512,78079,67152
2513,101143,25256
2514,99177,110759
2515,114351,39111
2516,92641,109304
2517,99028,128153
2518,9139,18546
2519,23074,46579
2520,121145,107134
2521,65000,66561
2522,139700,12642
2523,51190,136600
2524,47357,87435
2525,35168,54471
2526,128315,115192
2527,67649,110195
2528,5653,77738
2529,42351,23811
2530,79520,27830
2531,1217,115413
2532,17828,66231
2533,139525,98391
2534,80807,114308
2535,74591,7965
2536,108532,95593
2537,98865,102679
2538,28680,15470
2539,83414,22093
2540,37877,45788
2541,2596,6735
2542,87379,99489
2543,206,117214
2544,70687,39934
2545,4441,140686
2546,51173,62519
2547,129332,54716
2548,47592,138660
2549,138107,92964
2550,56222,91211
2551,121337,140650
2552,5878,7780
2553,43319,111756
2554,62540,82594
2555,30522,71756
2556,10615,26070
2557,42109,126885
2558,44572,12163
2559,600,62286
2560,94342,126796
2561,36529,95212
2562,88446,74693
2563,107225,82196
2564,88140,61992
2565,1966,100740
2566,39138,73494
2567,98777,21153
2568,3971,13595
2569,33970,396
2570,98204,66354
2571,35189,50454
2572,23295,20500
2573,27250,85905
2574,40599,45658
2575,75193,2814
2576,108753,32289
2577,82726,16977
2578,63530,135345
2579,12543,112627
2580,75235,94553
2581,60637,106463
2582,78480,121703
2583,66083,89619
2584,109353,125432
2585,62367,70218
2586,122439,89519
2587,73701,123773
2588,44509,49867
2589,102230,127402
2590,26163,8476
2591,77522,90259
2592,125760,97371
2593,9085,78601
2594,79724,24392
2595,101624,80801
2596,72228,111953
2597,120145,103348
2598,134724,9616
2599,139854,44255
2600,134242,129624
2601,108966,126243
2602,6673,39597
2603,114237,32877
2604,41640,48124
2605,105129,29474
2606,112109,83972
2607,126480,12857
2608,26285,54215
2609,116083,114973
2610,8415,62174
2611,121426,123566
2612,51095,28202
2613,137097,99240
2614,120303,18316
2615,98572,21707
2616,1649,95945
2617,1486,101788
2618,76414,7676
2619,10380,111468
2620,37620,57768
2621,458,61084
2622,102830,110219
2623,55139,4834
2624,141274,44763
2625,136080,31941
2626,123678,113234
2627,9133,120085
2628,39304,3077
2629,40018,42464
2630,115630,143184
2631,136358,35302
2632,73158,45958
2633,109134,23524
2634,121857,110822
2635,60883,18307
2636,67478,23243
2637,113226,134853
2638,71261,54132
2639,115990,55853
2640,103988,21333
