cust,prod,day,month,year,state,quant,date
Boo,Fish,25,1,2017,PA,345,1/25/17
Boo,Ice,25,11,2017,NJ,621,11/25/17
Boo,Ice,21,11,2019,PA,579,11/21/19
Boo,Ice,22,7,2018,NJ,21,7/22/18
Boo,Jellies,11,9,2017,PA,89,9/11/17
Boo,Fish,27,10,2019,NJ,83,10/27/19
Boo,Butter,22,3,2020,NJ,986,3/22/20
Boo,Butter,18,10,2016,NJ,395,10/18/16
Boo,Apple,22,12,2020,CT,562,12/22/20
Boo,Grapes,20,4,2018,NY,155,4/20/18
Boo,Eggs,23,10,2019,NJ,753,10/23/19
Boo,Fish,15,7,2016,NJ,355,7/15/16
Boo,Fish,27,5,2017,CT,309,5/27/17
Boo,Butter,15,1,2017,NJ,666,1/15/17
Boo,Eggs,16,3,2017,PA,819,3/16/17
Boo,Cherry,18,6,2016,NY,276,6/18/16
Boo,Grapes,7,10,2016,NJ,283,10/7/16
Boo,Eggs,28,1,2018,CT,161,1/28/18
Boo,Butter,21,12,2017,PA,560,12/21/17
Boo,Ham,1,10,2019,NJ,876,10/1/19
Boo,Ice,29,9,2016,CT,245,9/29/16
Boo,Butter,6,7,2018,CT,291,7/6/18
Boo,Grapes,2,8,2020,CT,68,8/2/20
Boo,Apple,24,12,2017,NY,413,12/24/17
Boo,Butter,21,9,2019,NY,148,9/21/19
Boo,Ham,19,6,2016,NJ,853,6/19/16
Boo,Cherry,2,11,2019,NY,93,11/2/19
Boo,Jellies,2,10,2018,NJ,592,10/2/18
Boo,Jellies,30,6,2020,NJ,919,6/30/20
Boo,Apple,7,10,2020,PA,185,10/7/20
Boo,Ham,30,7,2017,CT,69,7/30/17
Boo,Apple,23,3,2020,NJ,557,3/23/20
Boo,Apple,29,6,2016,PA,524,6/29/16
Boo,Apple,26,6,2016,CT,130,6/26/16
Boo,Jellies,8,11,2018,NJ,788,11/8/18
Boo,Ice,9,3,2020,NY,702,3/9/20
Boo,Butter,13,4,2017,CT,672,4/13/17
Boo,Cherry,26,7,2019,NJ,72,7/26/19
Boo,Apple,1,6,2018,NJ,99,6/1/18
Boo,Ice,20,5,2017,PA,792,5/20/17
Boo,Dates,20,3,2019,NY,138,3/20/19
Boo,Cherry,12,6,2016,PA,942,6/12/16
Boo,Butter,2,2,2017,NY,748,2/2/17
Boo,Fish,24,1,2019,NJ,832,1/24/19
Boo,Apple,15,9,2019,PA,35,9/15/19
Boo,Grapes,3,12,2018,PA,600,12/3/18
Boo,Fish,20,7,2019,NJ,249,7/20/19
Boo,Apple,10,10,2019,NY,88,10/10/19
Boo,Eggs,13,2,2016,PA,958,2/13/16
Boo,Eggs,30,3,2016,NY,767,3/30/16
Boo,Dates,18,5,2017,NJ,966,5/18/17
Boo,Jellies,28,3,2019,NJ,495,3/28/19
Boo,Ham,17,9,2019,NY,417,9/17/19
Boo,Grapes,25,4,2019,NY,117,4/25/19
Boo,Eggs,7,3,2020,NJ,198,3/7/20
Boo,Jellies,28,4,2020,CT,49,4/28/20
Boo,Grapes,1,1,2019,CT,608,1/1/19
Boo,Grapes,25,3,2019,CT,953,3/25/19
Boo,Dates,31,3,2018,PA,156,3/31/18
Boo,Butter,24,2,2016,NJ,600,2/24/16
Boo,Butter,5,4,2018,PA,536,4/5/18
Boo,Eggs,13,4,2018,CT,729,4/13/18
Boo,Jellies,19,9,2019,PA,606,9/19/19
Boo,Dates,5,1,2019,NY,18,1/5/19
Boo,Grapes,16,10,2016,NY,259,10/16/16
Boo,Fish,2,11,2017,NJ,440,11/2/17
Boo,Eggs,8,9,2018,CT,350,9/8/18
Boo,Grapes,26,4,2016,NY,145,4/26/16
Boo,Butter,23,11,2017,NY,416,11/23/17
Boo,Grapes,13,6,2017,NJ,32,6/13/17
Boo,Apple,18,2,2017,NJ,922,2/18/17
Boo,Ham,3,9,2017,NY,148,9/3/17
Boo,Dates,6,1,2017,NY,324,1/6/17
Boo,Apple,6,9,2016,NJ,977,9/6/16
Boo,Cherry,7,11,2016,NY,680,11/7/16
Boo,Ham,29,5,2016,PA,573,5/29/16
Boo,Eggs,3,1,2016,NY,278,1/3/16
Boo,Butter,29,4,2016,NJ,653,4/29/16
Boo,Dates,1,6,2018,NY,507,6/1/18
Boo,Ham,30,7,2020,CT,265,7/30/20
Boo,Eggs,17,11,2019,NY,536,11/17/19
Boo,Fish,25,2,2016,PA,102,2/25/16
Boo,Cherry,13,7,2016,NJ,952,7/13/16
Boo,Jellies,18,12,2017,PA,211,12/18/17
Boo,Butter,1,5,2018,CT,120,5/1/18
Boo,Eggs,20,10,2020,PA,615,10/20/20
Boo,Eggs,14,7,2019,PA,563,7/14/19
Boo,Fish,17,6,2019,PA,969,6/17/19
Boo,Ice,3,10,2016,PA,106,10/3/16
Boo,Jellies,11,6,2018,NY,115,6/11/18
Boo,Dates,11,12,2017,NJ,282,12/11/17
Boo,Butter,18,4,2016,NY,35,4/18/16
Boo,Ham,16,7,2020,CT,45,7/16/20
Boo,Fish,29,4,2017,NJ,773,4/29/17
Boo,Cherry,5,9,2020,CT,302,9/5/20
Boo,Dates,29,10,2017,NY,285,10/29/17
Boo,Grapes,3,12,2016,NY,655,12/3/16
Boo,Jellies,26,2,2018,PA,619,2/26/18
Boo,Cherry,27,11,2017,NY,354,11/27/17
Boo,Dates,14,2,2019,NY,966,2/14/19
Boo,Ice,15,9,2020,NJ,262,9/15/20
Boo,Eggs,23,7,2017,CT,828,7/23/17
Boo,Ham,2,6,2019,NJ,906,6/2/19
Boo,Eggs,7,9,2018,NJ,302,9/7/18
Boo,Butter,3,10,2016,PA,788,10/3/16
Boo,Fish,16,5,2020,NY,901,5/16/20
Boo,Eggs,12,1,2020,NJ,840,1/12/20
Boo,Grapes,15,9,2019,PA,757,9/15/19
Boo,Ham,17,11,2016,NJ,973,11/17/16
Boo,Dates,10,3,2018,NY,87,3/10/18
Boo,Grapes,24,8,2019,CT,566,8/24/19
Boo,Dates,19,2,2020,NY,720,2/19/20
Boo,Ham,1,4,2019,NJ,452,4/1/19
Boo,Grapes,22,5,2020,PA,972,5/22/20
Boo,Grapes,22,4,2017,NY,53,4/22/17
Boo,Eggs,17,11,2018,PA,582,11/17/18
Boo,Ice,11,10,2017,NY,522,10/11/17
Boo,Ice,27,2,2016,NJ,542,2/27/16
Boo,Apple,25,7,2016,PA,269,7/25/16
Boo,Cherry,21,3,2020,NJ,658,3/21/20
Boo,Grapes,12,8,2017,CT,354,8/12/17
Boo,Jellies,28,4,2017,NY,571,4/28/17
Boo,Dates,14,5,2016,CT,708,5/14/16
Boo,Grapes,22,3,2018,PA,937,3/22/18
Boo,Ham,22,7,2018,NY,311,7/22/18
Boo,Fish,1,4,2019,PA,826,4/1/19
Boo,Jellies,16,4,2019,NJ,945,4/16/19
Boo,Cherry,6,10,2019,NJ,467,10/6/19
Boo,Dates,20,10,2019,PA,273,10/20/19
Boo,Cherry,29,7,2016,PA,670,7/29/16
Boo,Ham,20,2,2016,NJ,61,2/20/16
Boo,Jellies,4,9,2018,PA,963,9/4/18
Boo,Eggs,2,9,2016,NY,197,9/2/16
Boo,Dates,19,4,2016,PA,608,4/19/16
Boo,Ice,23,11,2019,NY,34,11/23/19
Boo,Butter,4,2,2016,NJ,608,2/4/16
Boo,Grapes,9,9,2018,CT,187,9/9/18
Boo,Ham,8,10,2018,NJ,420,10/8/18
Boo,Cherry,28,11,2018,NY,8,11/28/18
Boo,Apple,1,7,2017,NJ,831,7/1/17
Boo,Ice,9,4,2017,CT,409,4/9/17
Boo,Ham,5,12,2016,NJ,359,12/5/16
Boo,Apple,2,2,2020,CT,776,2/2/20
Boo,Ice,21,1,2020,PA,479,1/21/20
Boo,Apple,20,5,2017,NY,415,5/20/17
Boo,Fish,25,4,2016,NJ,212,4/25/16
Boo,Butter,12,9,2019,NY,834,9/12/19
Boo,Jellies,15,3,2016,PA,5,3/15/16
Boo,Jellies,16,6,2020,PA,325,6/16/20
Boo,Ham,24,10,2018,NY,155,10/24/18
Boo,Dates,10,4,2020,CT,52,4/10/20
Boo,Eggs,11,2,2016,NJ,292,2/11/16
Boo,Butter,5,12,2016,PA,85,12/5/16
Boo,Apple,9,11,2019,PA,991,11/9/19
Boo,Eggs,30,11,2017,NY,545,11/30/17
Boo,Eggs,28,12,2018,NY,203,12/28/18
Boo,Cherry,2,5,2020,NY,390,5/2/20
Boo,Ham,18,10,2020,NJ,907,10/18/20
Boo,Ice,21,8,2020,CT,273,8/21/20
Boo,Grapes,18,10,2018,CT,312,10/18/18
Boo,Grapes,11,8,2019,CT,124,8/11/19
Boo,Jellies,30,9,2020,CT,428,9/30/20
Boo,Grapes,30,7,2017,CT,446,7/30/17
Boo,Apple,24,8,2020,PA,490,8/24/20
Boo,Butter,30,9,2019,CT,587,9/30/19
Boo,Ice,16,9,2017,PA,934,9/16/17
Boo,Ham,28,4,2016,CT,280,4/28/16
Boo,Grapes,3,9,2019,NJ,581,9/3/19
Boo,Cherry,20,3,2019,NJ,264,3/20/19
Boo,Apple,13,4,2017,NY,797,4/13/17
Boo,Dates,31,3,2017,PA,914,3/31/17
Boo,Dates,9,11,2017,PA,267,11/9/17
Boo,Fish,19,9,2019,CT,243,9/19/19
Boo,Cherry,17,8,2020,CT,750,8/17/20
Boo,Grapes,13,6,2020,CT,567,6/13/20
Boo,Ham,21,7,2017,NY,544,7/21/17
Boo,Grapes,4,3,2018,PA,470,3/4/18
Boo,Ice,26,5,2019,NJ,987,5/26/19
Boo,Apple,26,2,2017,CT,525,2/26/17
Boo,Ham,29,8,2020,NJ,405,8/29/20
Boo,Fish,15,4,2019,CT,18,4/15/19
Boo,Eggs,9,2,2017,PA,415,2/9/17
Boo,Fish,25,12,2016,NJ,370,12/25/16
Boo,Dates,14,10,2019,NJ,580,10/14/19
Boo,Cherry,5,5,2017,NY,61,5/5/17
Boo,Eggs,2,12,2020,PA,490,12/2/20
Boo,Grapes,10,1,2016,NY,707,1/10/16
Boo,Cherry,18,12,2020,NJ,232,12/18/20
Boo,Butter,5,12,2016,NY,119,12/5/16
Boo,Butter,17,5,2016,PA,301,5/17/16
Boo,Eggs,30,4,2018,PA,322,4/30/18
Boo,Dates,25,5,2016,NY,383,5/25/16
Boo,Butter,25,2,2020,PA,363,2/25/20
Boo,Fish,25,2,2017,CT,712,2/25/17
Boo,Apple,27,1,2020,NJ,739,1/27/20
Boo,Apple,6,3,2019,NJ,148,3/6/19
Boo,Ham,22,2,2019,NJ,290,2/22/19
Boo,Ham,4,3,2016,NY,692,3/4/16
Boo,Eggs,15,7,2018,NJ,149,7/15/18
Boo,Cherry,3,8,2020,NJ,936,8/3/20
Boo,Grapes,25,8,2017,PA,868,8/25/17
Boo,Ice,25,11,2018,NY,597,11/25/18
Boo,Apple,21,9,2020,CT,644,9/21/20
Boo,Ice,11,10,2018,CT,90,10/11/18
Boo,Eggs,6,7,2019,NJ,223,7/6/19
Boo,Eggs,29,10,2017,PA,148,10/29/17
Boo,Cherry,21,6,2018,CT,997,6/21/18
Boo,Eggs,15,1,2020,NY,173,1/15/20
Boo,Dates,3,11,2017,NJ,184,11/3/17
Boo,Cherry,13,8,2017,NY,320,8/13/17
Boo,Dates,19,3,2016,NY,663,3/19/16
Boo,Eggs,2,2,2020,NY,102,2/2/20
Boo,Butter,16,5,2018,PA,688,5/16/18
Boo,Fish,30,9,2017,NJ,392,9/30/17
Boo,Butter,8,9,2019,NJ,904,9/8/19
Boo,Dates,20,10,2016,PA,503,10/20/16
Boo,Fish,13,11,2020,NJ,899,11/13/20
Boo,Grapes,15,12,2018,PA,472,12/15/18
Boo,Butter,24,5,2020,PA,288,5/24/20
Boo,Apple,5,1,2020,CT,318,1/5/20
Boo,Butter,17,12,2019,NJ,175,12/17/19
Boo,Ham,23,4,2018,NJ,976,4/23/18
Boo,Butter,18,5,2016,PA,520,5/18/16
Boo,Dates,9,4,2016,CT,835,4/9/16
Boo,Eggs,25,3,2019,PA,15,3/25/19
Boo,Fish,21,2,2017,NJ,85,2/21/17
Boo,Jellies,20,11,2020,NJ,167,11/20/20
Boo,Dates,23,5,2017,NJ,945,5/23/17
Boo,Ham,16,10,2016,NY,669,10/16/16
Boo,Ice,18,8,2017,NY,457,8/18/17
Boo,Apple,28,11,2017,PA,260,11/28/17
Boo,Eggs,13,1,2019,NJ,942,1/13/19
Boo,Ham,24,9,2016,NY,392,9/24/16
Boo,Dates,13,12,2017,CT,219,12/13/17
Boo,Dates,20,3,2016,NY,190,3/20/16
Boo,Dates,4,4,2018,PA,355,4/4/18
Boo,Apple,21,3,2020,PA,217,3/21/20
Boo,Butter,19,4,2016,CT,31,4/19/16
Boo,Apple,8,1,2017,NY,252,1/8/17
Boo,Dates,6,4,2019,NJ,305,4/6/19
Boo,Grapes,19,7,2016,CT,305,7/19/16
Boo,Apple,26,6,2017,NJ,171,6/26/17
Boo,Jellies,26,8,2020,CT,216,8/26/20
Boo,Apple,8,4,2016,CT,484,4/8/16
Boo,Dates,25,12,2016,CT,716,12/25/16
Boo,Butter,8,10,2016,CT,273,10/8/16
Boo,Cherry,17,8,2016,CT,879,8/17/16
Boo,Ice,13,11,2019,CT,345,11/13/19
Boo,Dates,13,10,2020,NY,252,10/13/20
Boo,Eggs,5,8,2020,CT,635,8/5/20
Boo,Dates,25,7,2017,NJ,602,7/25/17
Boo,Eggs,2,3,2018,NJ,137,3/2/18
Boo,Butter,4,8,2018,PA,82,8/4/18
Boo,Fish,13,10,2017,PA,989,10/13/17
Boo,Eggs,16,5,2016,PA,971,5/16/16
Boo,Dates,3,8,2017,CT,961,8/3/17
Boo,Fish,1,8,2019,CT,984,8/1/19
Boo,Ice,2,6,2019,CT,211,6/2/19
Boo,Ham,13,11,2019,NY,392,11/13/19
Boo,Grapes,1,7,2017,CT,446,7/1/17
Boo,Apple,28,9,2020,NY,544,9/28/20
Boo,Grapes,3,10,2017,PA,606,10/3/17
Boo,Fish,9,4,2018,NJ,188,4/9/18
Boo,Ice,24,5,2018,NJ,55,5/24/18
Boo,Cherry,8,12,2019,NY,579,12/8/19
Boo,Eggs,28,9,2019,PA,429,9/28/19
Boo,Cherry,23,8,2020,NJ,751,8/23/20
Boo,Jellies,20,1,2016,NY,516,1/20/16
Boo,Grapes,27,1,2016,NY,742,1/27/16
Boo,Apple,26,7,2019,CT,950,7/26/19
Boo,Grapes,27,9,2019,NJ,277,9/27/19
Boo,Cherry,3,2,2016,NY,13,2/3/16
Boo,Ice,10,10,2019,NJ,11,10/10/19
Boo,Apple,5,6,2018,PA,613,6/5/18
Boo,Ice,18,4,2018,PA,7,4/18/18
Boo,Grapes,23,1,2017,CT,169,1/23/17
Boo,Fish,15,6,2017,NJ,365,6/15/17
Boo,Grapes,16,1,2018,NY,333,1/16/18
Boo,Butter,18,7,2016,NY,256,7/18/16
Boo,Grapes,17,5,2019,PA,687,5/17/19
Boo,Eggs,12,4,2020,PA,644,4/12/20
Boo,Fish,17,1,2020,NJ,454,1/17/20
Boo,Ham,21,7,2017,NJ,805,7/21/17
Boo,Ice,19,8,2016,NY,60,8/19/16
Boo,Grapes,15,7,2018,NJ,593,7/15/18
Boo,Apple,25,6,2018,NJ,732,6/25/18
Boo,Cherry,4,12,2016,CT,318,12/4/16
Boo,Ham,28,1,2020,CT,749,1/28/20
Boo,Fish,21,3,2016,NY,903,3/21/16
Boo,Ice,4,5,2019,CT,485,5/4/19
Boo,Apple,12,6,2018,CT,141,6/12/18
Boo,Apple,1,9,2020,NY,105,9/1/20
Boo,Cherry,11,5,2017,PA,652,5/11/17
Boo,Butter,18,1,2016,CT,195,1/18/16
Boo,Butter,27,10,2016,PA,3,10/27/16
Boo,Eggs,31,8,2019,NY,803,8/31/19
Boo,Dates,28,1,2018,PA,447,1/28/18
Boo,Butter,6,2,2016,PA,827,2/6/16
Boo,Ham,2,6,2017,PA,699,6/2/17
Boo,Jellies,30,5,2017,CT,508,5/30/17
Boo,Butter,28,6,2016,CT,731,6/28/16
Boo,Ice,26,6,2016,NY,438,6/26/16
Boo,Dates,12,3,2019,CT,562,3/12/19
Boo,Jellies,11,2,2020,NY,266,2/11/20
Boo,Eggs,17,9,2016,PA,498,9/17/16
Boo,Butter,23,7,2017,CT,333,7/23/17
Boo,Butter,31,10,2020,PA,96,10/31/20
Boo,Grapes,28,10,2016,NY,250,10/28/16
Boo,Fish,14,4,2018,NY,325,4/14/18
Boo,Grapes,16,8,2018,NJ,11,8/16/18
Boo,Fish,7,1,2016,NY,352,1/7/16
Boo,Eggs,7,8,2018,PA,249,8/7/18
Boo,Dates,17,2,2016,NJ,429,2/17/16
Boo,Cherry,15,10,2016,NJ,585,10/15/16
Boo,Apple,25,6,2018,NJ,587,6/25/18
Boo,Ice,8,2,2016,CT,141,2/8/16
Boo,Eggs,13,9,2020,PA,428,9/13/20
Boo,Butter,14,3,2016,NY,793,3/14/16
Boo,Butter,10,2,2016,NY,178,2/10/16
Boo,Ice,17,1,2020,NJ,832,1/17/20
Boo,Apple,1,4,2020,NY,532,4/1/20
Boo,Ice,27,7,2016,CT,692,7/27/16
Boo,Cherry,18,2,2016,PA,591,2/18/16
Boo,Dates,12,6,2020,NJ,226,6/12/20
Boo,Cherry,22,4,2020,NY,603,4/22/20
Boo,Butter,3,4,2018,NY,389,4/3/18
Boo,Grapes,22,4,2018,NY,778,4/22/18
Boo,Jellies,9,4,2018,CT,983,4/9/18
Boo,Grapes,30,3,2018,NJ,47,3/30/18
Boo,Jellies,2,11,2019,NJ,223,11/2/19
Boo,Grapes,11,10,2018,NY,227,10/11/18
Boo,Eggs,26,1,2017,CT,169,1/26/17
Boo,Fish,2,8,2018,NY,811,8/2/18
Boo,Ice,11,7,2016,NY,548,7/11/16
Boo,Dates,25,1,2019,PA,369,1/25/19
Boo,Cherry,22,2,2019,NJ,528,2/22/19
Boo,Ham,24,7,2019,NJ,853,7/24/19
Boo,Jellies,24,6,2019,CT,890,6/24/19
Boo,Dates,12,3,2017,CT,686,3/12/17
Boo,Ham,24,6,2017,PA,91,6/24/17
Boo,Jellies,19,2,2017,NY,71,2/19/17
Boo,Ice,1,5,2017,PA,551,5/1/17
Boo,Ham,10,9,2018,NJ,812,9/10/18
Boo,Butter,25,3,2019,PA,600,3/25/19
Boo,Ice,30,8,2017,NY,698,8/30/17
Boo,Butter,31,10,2018,CT,833,10/31/18
Boo,Apple,11,2,2016,CT,226,2/11/16
Boo,Ham,17,6,2018,PA,184,6/17/18
Boo,Eggs,7,3,2017,PA,459,3/7/17
Boo,Cherry,11,10,2018,NJ,81,10/11/18
Boo,Ice,28,6,2016,NJ,532,6/28/16
Boo,Ham,15,6,2019,PA,731,6/15/19
Boo,Jellies,15,12,2017,PA,665,12/15/17
Boo,Butter,15,2,2018,PA,398,2/15/18
Boo,Dates,26,10,2016,CT,59,10/26/16
Boo,Jellies,25,2,2020,NJ,495,2/25/20
Boo,Dates,17,3,2020,CT,794,3/17/20
Boo,Jellies,8,3,2018,NJ,531,3/8/18
Boo,Grapes,21,9,2016,PA,435,9/21/16
Boo,Grapes,21,7,2020,NJ,41,7/21/20
Boo,Jellies,1,9,2017,PA,213,9/1/17
Boo,Dates,13,3,2016,NJ,378,3/13/16
Boo,Apple,17,11,2019,NY,657,11/17/19
Boo,Jellies,28,8,2018,CT,628,8/28/18
Boo,Grapes,11,11,2016,CT,426,11/11/16
Boo,Eggs,7,7,2018,CT,451,7/7/18
Boo,Jellies,18,7,2017,CT,411,7/18/17
Boo,Fish,22,6,2019,PA,643,6/22/19
Boo,Jellies,9,8,2016,NY,964,8/9/16
Boo,Cherry,29,9,2019,CT,648,9/29/19
Boo,Ham,24,6,2017,PA,268,6/24/17
Boo,Eggs,30,1,2019,CT,48,1/30/19
Boo,Butter,15,5,2016,CT,27,5/15/16
Boo,Dates,8,12,2016,NY,186,12/8/16
Boo,Ham,23,12,2019,NY,8,12/23/19
Boo,Butter,23,1,2019,NY,486,1/23/19
Boo,Dates,20,11,2018,NY,95,11/20/18
Boo,Butter,28,12,2019,NJ,32,12/28/19
Boo,Apple,27,4,2018,NY,972,4/27/18
Boo,Apple,1,2,2018,NY,224,2/1/18
Boo,Butter,12,5,2019,CT,131,5/12/19
Boo,Ham,12,10,2016,PA,652,10/12/16
Boo,Apple,17,11,2016,NJ,811,11/17/16
Boo,Ice,16,7,2020,NJ,96,7/16/20
Boo,Ice,5,2,2018,PA,860,2/5/18
Boo,Butter,8,6,2016,PA,829,6/8/16
Boo,Ham,16,11,2018,NY,932,11/16/18
Boo,Cherry,20,7,2017,NY,137,7/20/17
Boo,Jellies,12,1,2020,PA,540,1/12/20
Boo,Grapes,30,4,2018,NJ,630,4/30/18
Boo,Jellies,12,10,2019,CT,587,10/12/19
Boo,Fish,1,11,2020,NJ,572,11/1/20
Boo,Ice,5,9,2018,NY,346,9/5/18
Boo,Ham,19,8,2017,NJ,496,8/19/17
Boo,Jellies,14,4,2017,NJ,53,4/14/17
Boo,Jellies,5,12,2020,NJ,631,12/5/20
Boo,Jellies,27,9,2020,NY,864,9/27/20
Boo,Ice,2,2,2018,NY,855,2/2/18
Boo,Butter,5,4,2016,PA,754,4/5/16
Boo,Jellies,8,10,2016,NY,613,10/8/16
Boo,Jellies,22,9,2019,PA,466,9/22/19
Boo,Eggs,27,8,2018,PA,741,8/27/18
Boo,Jellies,13,5,2020,NY,597,5/13/20
Boo,Jellies,8,10,2016,NY,104,10/8/16
Boo,Ham,3,8,2020,CT,822,8/3/20
Boo,Grapes,6,3,2018,CT,784,3/6/18
Boo,Ham,6,3,2019,NY,999,3/6/19
Boo,Jellies,22,5,2020,PA,922,5/22/20
Boo,Eggs,13,1,2020,CT,682,1/13/20
Boo,Ice,8,5,2018,CT,98,5/8/18
Boo,Apple,22,2,2018,NJ,796,2/22/18
Boo,Fish,6,12,2020,PA,661,12/6/20
Boo,Dates,11,7,2019,NJ,353,7/11/19
Boo,Eggs,15,10,2019,NJ,566,10/15/19
Boo,Apple,6,8,2018,NJ,574,8/6/18
Boo,Apple,3,7,2018,CT,459,7/3/18
Boo,Ham,17,5,2017,NJ,952,5/17/17
Boo,Fish,17,11,2020,CT,356,11/17/20
Boo,Dates,10,4,2020,CT,330,4/10/20
Boo,Ham,11,4,2016,NJ,761,4/11/16
Boo,Apple,8,11,2016,CT,191,11/8/16
Boo,Eggs,27,10,2017,NY,258,10/27/17
Boo,Grapes,1,8,2016,PA,804,8/1/16
Boo,Ice,2,2,2020,PA,635,2/2/20
Boo,Jellies,3,3,2017,NY,217,3/3/17
Boo,Cherry,24,12,2017,PA,626,12/24/17
Boo,Fish,3,8,2017,NY,394,8/3/17
Boo,Grapes,19,6,2020,NY,222,6/19/20
Boo,Ham,11,1,2016,NY,511,1/11/16
Boo,Apple,12,11,2017,NJ,307,11/12/17
Boo,Eggs,8,8,2018,NJ,410,8/8/18
Boo,Butter,2,1,2017,NJ,117,1/2/17
Boo,Grapes,21,12,2020,CT,287,12/21/20
Boo,Cherry,27,3,2018,NJ,161,3/27/18
Boo,Dates,2,12,2016,PA,755,12/2/16
Boo,Fish,4,3,2018,NJ,212,3/4/18
Boo,Cherry,12,3,2016,PA,370,3/12/16
Boo,Fish,26,10,2016,PA,148,10/26/16
Boo,Grapes,13,2,2019,PA,271,2/13/19
Boo,Ham,30,10,2016,NJ,894,10/30/16
Boo,Ice,17,8,2016,NJ,88,8/17/16
Boo,Ice,28,10,2020,NY,591,10/28/20
Boo,Jellies,24,6,2020,NJ,44,6/24/20
Boo,Jellies,4,1,2016,PA,42,1/4/16
Boo,Grapes,10,8,2019,NJ,708,8/10/19
Boo,Eggs,21,3,2016,PA,365,3/21/16
Boo,Jellies,18,10,2020,PA,784,10/18/20
Boo,Grapes,27,7,2016,NJ,179,7/27/16
Boo,Fish,10,4,2018,PA,1000,4/10/18
Boo,Eggs,18,5,2020,PA,339,5/18/20
Boo,Cherry,16,5,2019,NJ,178,5/16/19
Boo,Dates,4,7,2017,PA,265,7/4/17
Boo,Grapes,10,9,2020,NJ,587,9/10/20
Boo,Ice,10,1,2016,PA,101,1/10/16
Boo,Dates,2,7,2019,PA,228,7/2/19
Boo,Cherry,27,1,2017,NY,505,1/27/17
Boo,Dates,12,11,2016,CT,941,11/12/16
Boo,Butter,14,4,2017,NY,346,4/14/17
Boo,Ice,24,10,2016,NY,543,10/24/16
Boo,Jellies,6,5,2018,NY,613,5/6/18
Boo,Ham,20,4,2020,NY,125,4/20/20
Boo,Butter,16,12,2018,NY,710,12/16/18
Boo,Ice,1,4,2018,CT,944,4/1/18
Boo,Cherry,15,3,2020,PA,159,3/15/20
Boo,Dates,9,7,2017,NY,483,7/9/17
Boo,Apple,29,9,2018,CT,969,9/29/18
Boo,Cherry,7,11,2016,PA,916,11/7/16
Boo,Eggs,7,2,2018,NY,150,2/7/18
Boo,Eggs,1,10,2017,CT,422,10/1/17
Boo,Butter,21,9,2018,NJ,593,9/21/18
Boo,Cherry,24,5,2017,NY,576,5/24/17
Boo,Jellies,25,2,2016,NJ,514,2/25/16
Boo,Fish,22,7,2019,NY,895,7/22/19
Boo,Jellies,21,4,2016,PA,841,4/21/16
Boo,Fish,5,10,2019,NY,479,10/5/19
Boo,Fish,25,9,2020,NY,230,9/25/20
Boo,Ice,18,7,2020,PA,967,7/18/20
Boo,Ham,21,2,2020,NY,260,2/21/20
Boo,Ham,9,10,2019,NY,692,10/9/19
Boo,Cherry,26,7,2016,CT,726,7/26/16
Boo,Ice,2,5,2019,NJ,109,5/2/19
Boo,Apple,4,1,2019,PA,764,1/4/19
Boo,Jellies,18,12,2016,PA,573,12/18/16
Boo,Butter,7,8,2019,NY,395,8/7/19
Boo,Ham,24,1,2019,CT,327,1/24/19
Boo,Apple,13,5,2019,NY,191,5/13/19
Boo,Ham,27,12,2016,NJ,539,12/27/16
Boo,Cherry,13,3,2016,PA,450,3/13/16
Boo,Eggs,15,7,2017,CT,236,7/15/17
Boo,Jellies,20,12,2020,PA,55,12/20/20
Boo,Ham,12,5,2020,PA,113,5/12/20
Boo,Dates,2,7,2019,CT,328,7/2/19
Boo,Eggs,3,3,2020,CT,327,3/3/20
Boo,Apple,17,9,2017,PA,333,9/17/17
Boo,Butter,17,7,2019,CT,852,7/17/19
Boo,Jellies,17,12,2017,NJ,363,12/17/17
Boo,Butter,13,1,2020,CT,500,1/13/20
Boo,Butter,19,10,2018,PA,715,10/19/18
Boo,Ham,11,7,2016,NJ,165,7/11/16
Boo,Dates,29,11,2019,CT,527,11/29/19
Boo,Butter,5,8,2020,NY,94,8/5/20
Boo,Jellies,7,6,2018,CT,801,6/7/18
Boo,Eggs,28,2,2020,PA,407,2/28/20
Boo,Fish,23,2,2017,CT,879,2/23/17
Boo,Jellies,8,11,2020,NJ,883,11/8/20
Boo,Fish,26,3,2019,CT,740,3/26/19
Boo,Apple,31,1,2018,NJ,743,1/31/18
Boo,Ice,21,4,2018,CT,328,4/21/18
Boo,Jellies,31,7,2017,CT,316,7/31/17
Boo,Ice,2,9,2018,NY,308,9/2/18
Boo,Jellies,29,12,2019,CT,376,12/29/19
Boo,Dates,27,2,2018,NJ,983,2/27/18
Boo,Dates,22,11,2017,NY,342,11/22/17
Boo,Cherry,4,3,2017,NY,1000,3/4/17
Boo,Eggs,13,4,2018,NY,368,4/13/18
Boo,Grapes,7,9,2019,PA,559,9/7/19
Boo,Dates,23,7,2019,NY,179,7/23/19
Boo,Butter,10,5,2018,PA,722,5/10/18
Boo,Butter,18,4,2020,CT,624,4/18/20
Boo,Ham,5,7,2019,NJ,214,7/5/19
Boo,Jellies,19,2,2016,NY,432,2/19/16
Boo,Cherry,21,10,2020,NY,757,10/21/20
Boo,Dates,5,2,2017,NJ,593,2/5/17
Boo,Butter,26,2,2019,NY,756,2/26/19
